"ensembl.transcript"	"ensembl.gene"	"gene.symbol"	"entrezID"	"refseqID"	"unigeneID"	"chrom"	"startsite"	"tiss.number"	"tissues"	"max.tissue"
"ENSMUST00000105910"	"ENSMUSG00000028865"	"Cd164l2"	"69655"	"Mm.285685"	"Mm.285685"	"4"	"133212131"	"2"	"fertilizedegg/oocyte"	"fertilizedegg"
"ENSMUST00000105917"	"ENSMUSG00000000154"	"Slc22a18"	"18400"	"Mm.271740"	"Mm.271740"	"7"	"143473721"	"1"	"kidney"	"kidney"
"ENSMUST00000105929"	"ENSMUSG00000000214"	"Th"	"21823"	"Mm.1292"	"Mm.1292"	"7"	"142892752"	"3"	"adrenalgland/olfactorybulb/substantianigra/dorsalrootganglion"	"adrenalgland"
"ENSMUST00000105930"	"ENSMUSG00000000215"	"Ins2"	"16334"	""	""	"7"	"142678656"	"1"	"pancreas"	"pancreas"
"ENSMUST00000105931"	"ENSMUSG00000000215"	"Ins2"	"16334"	""	""	"7"	"142678656"	"1"	"pancreas"	"pancreas"
"ENSMUST00000105932"	"ENSMUSG00000000215"	"Ins2"	"16334"	""	""	"7"	"142678656"	"1"	"pancreas"	"pancreas"
"ENSMUST00000105933"	"ENSMUSG00000000215"	"Ins2"	"16334"	""	""	"7"	"142678656"	"1"	"pancreas"	"pancreas"
"ENSMUST00000105934"	"ENSMUSG00000000215"	"Ins2"	"16334"	""	""	"7"	"142678656"	"1"	"pancreas"	"pancreas"
"ENSMUST00000105936"	"ENSMUSG00000048583"	"Igf2"	"16002"	"Mm.3862/Mm.419447"	"Mm.3862/Mm.419447"	"7"	"142650766"	"2"	"umbilicalcord/placenta/embryoday6.5/embryoday7.5/embryoday8.5/embryoday9.5/embryoday10.5"	"umbilicalcord"
"ENSMUST00000105966"	"ENSMUSG00000018819"	"Lsp1"	"16985"	"Mm.491214"	"Mm.491214"	"7"	"142460809"	"1"	"lymphnode/cd4+Tcell/cd8+Tcell/b220+bcell"	"b220+bcell"
"ENSMUST00000105967"	"ENSMUSG00000018819"	"Lsp1"	"16985"	"Mm.491214"	"Mm.491214"	"7"	"142460809"	"1"	"lymphnode/cd4+Tcell/cd8+Tcell/b220+bcell"	"b220+bcell"
"ENSMUST00000105968"	"ENSMUSG00000018819"	"Lsp1"	"16985"	"Mm.491214"	"Mm.491214"	"7"	"142460809"	"1"	"lymphnode/cd4+Tcell/cd8+Tcell/b220+bcell"	"b220+bcell"
"ENSMUST00000105970"	"ENSMUSG00000028906"	"Epb4.1"	"269587"	"Mm.471627/Mm.484693"	"Mm.471627/Mm.484693"	"4"	"131923413"	"2"	"bone/bonemarrow"	"bonemarrow"
"ENSMUST00000105974"	"ENSMUSG00000028906"	"Epb4.1"	"269587"	"Mm.471627/Mm.484693"	"Mm.471627/Mm.484693"	"4"	"131923413"	"2"	"bone/bonemarrow"	"bonemarrow"
"ENSMUST00000105975"	"ENSMUSG00000028906"	"Epb4.1"	"269587"	"Mm.471627/Mm.484693"	"Mm.471627/Mm.484693"	"4"	"131923413"	"2"	"bone/bonemarrow"	"bonemarrow"
"ENSMUST00000105981"	"ENSMUSG00000028906"	"Epb4.1"	"269587"	"Mm.471627/Mm.484693"	"Mm.471627/Mm.484693"	"4"	"131923413"	"2"	"bone/bonemarrow"	"bonemarrow"
"ENSMUST00000105998"	"ENSMUSG00000028776"	"Tinagl1"	"94242"	"Mm.15801/Mm.483823"	"Mm.15801/Mm.483823"	"4"	"130164454"	"1"	"placenta"	"placenta"
"ENSMUST00000105999"	"ENSMUSG00000028776"	"Tinagl1"	"94242"	"Mm.15801/Mm.483823"	"Mm.15801/Mm.483823"	"4"	"130164454"	"1"	"placenta"	"placenta"
"ENSMUST00000106015"	"ENSMUSG00000028782"	"Bai2"	"230775"	"Mm.262241"	"Mm.262241"	"4"	"129984870"	"1"	"dorsalstriatum/cortex/frontalcortex/hippocampus/amygdala/preoptic"	"cortex"
"ENSMUST00000106017"	"ENSMUSG00000028782"	"Bai2"	"230775"	"Mm.262241"	"Mm.262241"	"4"	"129984870"	"1"	"dorsalstriatum/cortex/frontalcortex/hippocampus/amygdala/preoptic"	"cortex"
"ENSMUST00000106018"	"ENSMUSG00000028782"	"Bai2"	"230775"	"Mm.262241"	"Mm.262241"	"4"	"129984870"	"1"	"dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/amygdala/preoptic"	"hippocampus"
"ENSMUST00000106039"	"ENSMUSG00000054065"	"Pkp3"	"56460"	"Mm.350037"	"Mm.350037"	"7"	"141078218"	"1"	"digits/snoutepidermis/tongueepidermis"	"snoutepidermis"
"ENSMUST00000106043"	"ENSMUSG00000078554"	"Fam229a"	"68233"	""	""	"4"	"129491190"	"1"	"testis"	"testis"
"ENSMUST00000106046"	"ENSMUSG00000048485"	"Zbtb8b"	"215627"	"Mm.402795/Mm.458339"	"Mm.402795/Mm.458339"	"4"	"129425765"	"2"	"fertilizedegg/oocyte"	"fertilizedegg"
"ENSMUST00000106049"	"ENSMUSG00000025482"	"Odf3"	"69287"	"Mm.56404"	"Mm.56404"	"7"	"140847805"	"1"	"testis"	"testis"
"ENSMUST00000106050"	"ENSMUSG00000025481"	"Urah"	"76974"	""	""	"7"	"140835018"	"2"	"liver/epidermis/digits/snoutepidermis"	"liver"
"ENSMUST00000106051"	"ENSMUSG00000050390"	"C77080"	"97130"	"Mm.331907/Mm.483317"	"Mm.331907/Mm.483317"	"4"	"129219578"	"2"	"largeintestine/smallintestine/blastocysts"	"blastocysts"
"ENSMUST00000106064"	"ENSMUSG00000028786"	"Tmem54"	"66260"	""	""	"4"	"129105548"	"2"	"largeintestine/smallintestine/snoutepidermis"	"largeintestine"
"ENSMUST00000106079"	"ENSMUSG00000028796"	"Phc2"	"54383"	"Mm.259103/Mm.420589/Mm.487711/Mm.490300"	"Mm.259103/Mm.420589/Mm.487711/Mm.490300"	"4"	"128654702"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000106080"	"ENSMUSG00000028796"	"Phc2"	"54383"	"Mm.259103/Mm.420589/Mm.487711/Mm.490300"	"Mm.259103/Mm.420589/Mm.487711/Mm.490300"	"4"	"128654702"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000106090"	"ENSMUSG00000046623"	"Gjb4"	"14621"	""	""	"4"	"127351086"	"1"	"snoutepidermis"	"snoutepidermis"
"ENSMUST00000106091"	"ENSMUSG00000042367"	"Gjb3"	"14620"	"Mm.90003"	"Mm.90003"	"4"	"127325235"	"2"	"embryoday6.5/embryoday7.5/blastocysts/digits/snoutepidermis"	"blastocysts"
"ENSMUST00000106098"	"ENSMUSG00000025477"	"Inpp5a"	"212111"	"Mm.28308"	"Mm.28308"	"7"	"139389109"	"1"	"cerebellum"	"cerebellum"
"ENSMUST00000106118"	"ENSMUSG00000010476"	"Ebf3"	"13593"	"Mm.258708"	"Mm.258708"	"7"	"137193673"	"1"	"medialolfactoryepithelium(MOE)"	"medialolfactoryepithelium(MOE)"
"ENSMUST00000106137"	"ENSMUSG00000005034"	"Prkacb"	"18749"	"Mm.16766/Mm.475261"	"Mm.16766/Mm.475261"	"3"	"146729579"	"1"	"hypothalamus/preoptic"	"preoptic"
"ENSMUST00000106138"	"ENSMUSG00000005034"	"Prkacb"	"18749"	"Mm.16766/Mm.475261"	"Mm.16766/Mm.475261"	"3"	"146729579"	"1"	"hypothalamus/preoptic"	"preoptic"
"ENSMUST00000106148"	"ENSMUSG00000039450"	"Dcxr"	"67880"	"Mm.231091"	"Mm.231091"	"11"	"120725399"	"1"	"prostate"	"prostate"
"ENSMUST00000106150"	"ENSMUSG00000050212"	"Eva1b"	"230752"	"Mm.41569"	"Mm.41569"	"4"	"126147744"	"1"	"umbilicalcord"	"umbilicalcord"
"ENSMUST00000106152"	"ENSMUSG00000050212"	"Eva1b"	"230752"	"Mm.41569"	"Mm.41569"	"4"	"126147744"	"1"	"umbilicalcord"	"umbilicalcord"
"ENSMUST00000106188"	"ENSMUSG00000025137"	"Pcyt2"	"68671"	"Mm.21439"	"Mm.21439"	"11"	"120610087"	"1"	"liver"	"liver"
"ENSMUST00000106190"	"ENSMUSG00000078570"	"1110065P20Rik"	"68920"	""	""	"4"	"124849080"	"1"	"testis"	"testis"
"ENSMUST00000106216"	"ENSMUSG00000029580"	"Actb"	"11461"	"Mm.391967/Mm.399519/Mm.468932"	"Mm.391967/Mm.399519/Mm.468932"	"5"	"142903115"	"1"	"umbilicalcord/cd4+Tcell"	"umbilicalcord"
"ENSMUST00000106259"	"ENSMUSG00000025579"	"Gaa"	"14387"	"Mm.4793/Mm.406910"	"Mm.4793/Mm.406910"	"11"	"119267887"	"1"	"hypothalamus/preoptic"	"preoptic"
"ENSMUST00000106268"	"ENSMUSG00000078577"	"Tmco2"	"69469"	"Mm.481120"	"Mm.481120"	"4"	"121105651"	"1"	"testis"	"testis"
"ENSMUST00000106271"	"ENSMUSG00000042289"	"Hsd3b7"	"101502"	"Mm.157103"	"Mm.157103"	"7"	"127785608"	"1"	"liver"	"liver"
"ENSMUST00000106272"	"ENSMUSG00000042289"	"Hsd3b7"	"101502"	"Mm.157103"	"Mm.157103"	"7"	"127785608"	"1"	"liver"	"liver"
"ENSMUST00000106309"	"ENSMUSG00000032978"	"Guca2b"	"14916"	""	""	"4"	"119656607"	"3"	"kidney/placenta/smallintestine"	"smallintestine"
"ENSMUST00000106332"	"ENSMUSG00000030683"	"Sez6l2"	"233878"	"Mm.283926"	"Mm.283926"	"7"	"126950563"	"1"	"cerebellum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/pituitary/amygdala/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"substantianigra"
"ENSMUST00000106333"	"ENSMUSG00000030683"	"Sez6l2"	"233878"	"Mm.283926"	"Mm.283926"	"7"	"126950563"	"1"	"cerebellum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/pituitary/amygdala/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"substantianigra"
"ENSMUST00000106335"	"ENSMUSG00000030683"	"Sez6l2"	"233878"	"Mm.283926"	"Mm.283926"	"7"	"126950563"	"1"	"cerebellum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/pituitary/amygdala/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"substantianigra"
"ENSMUST00000106341"	"ENSMUSG00000027985"	"Lef1"	"16842"	"Mm.255219/Mm.408399/Mm.455415/Mm.491190"	"Mm.255219/Mm.408399/Mm.455415/Mm.491190"	"3"	"131110471"	"1"	"cd4+Tcell/cd8+Tcell/thymus"	"cd4+Tcell"
"ENSMUST00000106348"	"ENSMUSG00000030695"	"Aldoa"	"11674"	"Mm.488432"	"Mm.488432"	"7"	"126795234"	"1"	"skeletalmuscle"	"skeletalmuscle"
"ENSMUST00000106371"	"ENSMUSG00000030711"	"Sult1a1"	"20887"	"Mm.368982/Mm.445204"	"Mm.368982/Mm.445204"	"7"	"126672865"	"4"	"adiposetissue/liver/largeintestine/ovary"	"largeintestine"
"ENSMUST00000106372"	"ENSMUSG00000030711"	"Sult1a1"	"20887"	"Mm.368982/Mm.445204"	"Mm.368982/Mm.445204"	"7"	"126672865"	"4"	"adiposetissue/liver/largeintestine/ovary"	"largeintestine"
"ENSMUST00000106373"	"ENSMUSG00000030711"	"Sult1a1"	"20887"	"Mm.368982/Mm.445204"	"Mm.368982/Mm.445204"	"7"	"126672865"	"4"	"adiposetissue/liver/largeintestine/ovary"	"largeintestine"
"ENSMUST00000106382"	"ENSMUSG00000028023"	"Pitx2"	"18741"	""	""	"3"	"129199878"	"3"	"umbilicalcord/pituitary/tongueepidermis"	"umbilicalcord"
"ENSMUST00000106433"	"ENSMUSG00000048772"	"Tmem53"	"68777"	"Mm.331805"	"Mm.331805"	"4"	"117251951"	"1"	"testis"	"testis"
"ENSMUST00000106434"	"ENSMUSG00000048772"	"Tmem53"	"68777"	"Mm.331805"	"Mm.331805"	"4"	"117251951"	"1"	"testis"	"testis"
"ENSMUST00000106454"	"ENSMUSG00000016559"	"H3f3b"	"15078/15081/544973/625328/627371/667250/101056659"	"Mm.371563/Mm.395105/Mm.491483"	"Mm.371563/Mm.395105/Mm.491483"	"11"	"116021912"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000106526"	"ENSMUSG00000030935"	"Acsm3"	"20216"	"Mm.334199"	"Mm.334199"	"7"	"119760923"	"1"	"kidney"	"kidney"
"ENSMUST00000106527"	"ENSMUSG00000030935"	"Acsm3"	"20216"	"Mm.334199"	"Mm.334199"	"7"	"119760923"	"1"	"kidney"	"kidney"
"ENSMUST00000106528"	"ENSMUSG00000030935"	"Acsm3"	"20216"	"Mm.334199"	"Mm.334199"	"7"	"119760923"	"1"	"kidney"	"kidney"
"ENSMUST00000106532"	"ENSMUSG00000045775"	"Slc16a5"	"217316"	"Mm.394615"	"Mm.394615"	"11"	"115462474"	"1"	"thymus"	"thymus"
"ENSMUST00000106548"	"ENSMUSG00000028716"	"Pdzk1ip1"	"67182"	""	""	"4"	"115088708"	"1"	"kidney"	"kidney"
"ENSMUST00000106554"	"ENSMUSG00000020734"	"Grin2c"	"14813"	""	""	"11"	"115249169"	"1"	"cerebellum"	"cerebellum"
"ENSMUST00000106557"	"ENSMUSG00000033904"	"Ccp110"	"101565"	"Mm.23279/Mm.409361"	"Mm.23279/Mm.409361"	"7"	"118712552"	"1"	"oocyte"	"oocyte"
"ENSMUST00000106597"	"ENSMUSG00000028546"	"Elavl4"	"15572"	"Mm.3970"	"Mm.3970"	"4"	"110203722"	"1"	"dorsalrootganglion/trigeminal"	"dorsalrootganglion"
"ENSMUST00000106598"	"ENSMUSG00000028546"	"Elavl4"	"15572"	"Mm.3970"	"Mm.3970"	"4"	"110203722"	"1"	"dorsalrootganglion/trigeminal"	"dorsalrootganglion"
"ENSMUST00000106600"	"ENSMUSG00000028546"	"Elavl4"	"15572"	"Mm.3970"	"Mm.3970"	"4"	"110203722"	"1"	"dorsalrootganglion/trigeminal"	"dorsalrootganglion"
"ENSMUST00000106601"	"ENSMUSG00000028546"	"Elavl4"	"15572"	"Mm.3970"	"Mm.3970"	"4"	"110203722"	"1"	"dorsalrootganglion/trigeminal"	"dorsalrootganglion"
"ENSMUST00000106603"	"ENSMUSG00000028546"	"Elavl4"	"15572"	"Mm.3970"	"Mm.3970"	"4"	"110203722"	"1"	"dorsalrootganglion/trigeminal"	"dorsalrootganglion"
"ENSMUST00000106617"	"ENSMUSG00000018727"	"Cpsf4l"	"52670"	"Mm.229207"	"Mm.229207"	"11"	"113698172"	"1"	"oocyte"	"oocyte"
"ENSMUST00000106621"	"ENSMUSG00000041623"	"D11Wsu47e"	"276852"	""	""	"11"	"113684412"	"1"	"testis"	"testis"
"ENSMUST00000106625"	"ENSMUSG00000040412"	"5330417C22Rik"	"229722"	"Mm.316890/Mm.400506"	"Mm.316890/Mm.400506"	"3"	"108455694"	"2"	"prostate/pituitary"	"prostate"
"ENSMUST00000106626"	"ENSMUSG00000040412"	"5330417C22Rik"	"229722"	"Mm.316890/Mm.400506"	"Mm.316890/Mm.400506"	"3"	"108455694"	"3"	"prostate/largeintestine/pituitary"	"prostate"
"ENSMUST00000106628"	"ENSMUSG00000028558"	"Calr4"	"108802"	"Mm.318248"	"Mm.318248"	"4"	"109234485"	"1"	"vomeralnasalorgan(VMO)"	"vomeralnasalorgan(VMO)"
"ENSMUST00000106629"	"ENSMUSG00000028558"	"Calr4"	"108802"	"Mm.318248"	"Mm.318248"	"4"	"109234485"	"1"	"vomeralnasalorgan(VMO)"	"vomeralnasalorgan(VMO)"
"ENSMUST00000106631"	"ENSMUSG00000028558"	"Calr4"	"108802"	"Mm.318248"	"Mm.318248"	"4"	"109234485"	"1"	"vomeralnasalorgan(VMO)"	"vomeralnasalorgan(VMO)"
"ENSMUST00000106635"	"ENSMUSG00000051497"	"Kcnj16"	"16517"	"Mm.30176"	"Mm.30176"	"11"	"110968033"	"1"	"kidney"	"kidney"
"ENSMUST00000106636"	"ENSMUSG00000051497"	"Kcnj16"	"16517"	"Mm.30176"	"Mm.30176"	"11"	"110968033"	"1"	"kidney"	"kidney"
"ENSMUST00000106677"	"ENSMUSG00000020612"	"Prkar1a"	"19084"	"Mm.30039/Mm.409277"	"Mm.30039/Mm.409277"	"11"	"109649405"	"1"	"dorsalrootganglion"	"dorsalrootganglion"
"ENSMUST00000106678"	"ENSMUSG00000004038"	"Gstm3"	"14864"	"Mm.440885"	"Mm.440885"	"3"	"107942333"	"1"	"smallintestine"	"smallintestine"
"ENSMUST00000106715"	"ENSMUSG00000020728"	"Cep112"	"76380"	"Mm.344071"	"Mm.344071"	"11"	"108425192"	"1"	"testis"	"testis"
"ENSMUST00000106718"	"ENSMUSG00000020728"	"Cep112"	"76380"	"Mm.344071"	"Mm.344071"	"11"	"108425192"	"1"	"testis"	"testis"
"ENSMUST00000106720"	"ENSMUSG00000028607"	"Cpt2"	"12896"	"Mm.307620"	"Mm.307620"	"4"	"107903981"	"2"	"heart/brownfat"	"brownfat"
"ENSMUST00000106724"	"ENSMUSG00000020728"	"Cep112"	"76380"	"Mm.344071"	"Mm.344071"	"11"	"108425192"	"1"	"testis"	"testis"
"ENSMUST00000106745"	"ENSMUSG00000031027"	"Stk33"	"117229"	"Mm.389950"	"Mm.389950"	"7"	"109279223"	"1"	"testis"	"testis"
"ENSMUST00000106796"	"ENSMUSG00000020717"	"Pecam1"	"18613"	"Mm.343951/Mm.488284"	"Mm.343951/Mm.488284"	"11"	"106654217"	"1"	"lung"	"lung"
"ENSMUST00000106808"	"ENSMUSG00000035031"	"C8a"	"230558"	"Mm.197638"	"Mm.197638"	"4"	"104815679"	"1"	"liver"	"liver"
"ENSMUST00000106822"	"ENSMUSG00000044165"	"Bcl2l15"	"229672"	"Mm.297245"	"Mm.297245"	"3"	"103832601"	"1"	"mammarygland(lact)"	"mammarygland(lact)"
"ENSMUST00000106843"	"ENSMUSG00000078619"	"Smarcd2"	"83796"	"Mm.21772"	"Mm.21772"	"11"	"106263179"	"2"	"oocyte/thymus"	"oocyte"
"ENSMUST00000106849"	"ENSMUSG00000056144"	"Trim34a"	"94094"	"Mm.326945/Mm.466603"	"Mm.326945/Mm.466603"	"7"	"104244457"	"3"	"lymphnode/adiposetissue/b220+bcell/trachea"	"b220+bcell"
"ENSMUST00000106925"	"ENSMUSG00000027859"	"Ngf"	"18049"	"Mm.1259"	"Mm.1259"	"3"	"102469928"	"1"	"thyroid"	"thyroid"
"ENSMUST00000106929"	"ENSMUSG00000028528"	"Dnajc6"	"72685"	"Mm.76494/Mm.468365"	"Mm.76494/Mm.468365"	"4"	"101496648"	"2"	"cerebellum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/preoptic"	"hypothalamus"
"ENSMUST00000106930"	"ENSMUSG00000028528"	"Dnajc6"	"72685"	"Mm.76494/Mm.468365"	"Mm.76494/Mm.468365"	"4"	"101496648"	"2"	"cerebellum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/preoptic"	"hypothalamus"
"ENSMUST00000106933"	"ENSMUSG00000028528"	"Dnajc6"	"72685"	"Mm.76494/Mm.468365"	"Mm.76494/Mm.468365"	"4"	"101496648"	"2"	"cerebellum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/preoptic"	"hypothalamus"
"ENSMUST00000106981"	"ENSMUSG00000001827"	"Folr1"	"14275"	"Mm.2135"	"Mm.2135"	"7"	"101858331"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000106982"	"ENSMUSG00000001827"	"Folr1"	"14275"	"Mm.2135"	"Mm.2135"	"7"	"101858331"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000106983"	"ENSMUSG00000001827"	"Folr1"	"14275"	"Mm.2135"	"Mm.2135"	"7"	"101858331"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000106985"	"ENSMUSG00000001827"	"Folr1"	"14275"	"Mm.2135"	"Mm.2135"	"7"	"101858331"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000106986"	"ENSMUSG00000001827"	"Folr1"	"14275"	"Mm.2135"	"Mm.2135"	"7"	"101858331"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000106988"	"ENSMUSG00000018411"	"Mapt"	"17762"	"Mm.1287/Mm.417905"	"Mm.1287/Mm.417905"	"11"	"104231390"	"2"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"preoptic"
"ENSMUST00000106989"	"ENSMUSG00000018411"	"Mapt"	"17762"	"Mm.1287/Mm.417905"	"Mm.1287/Mm.417905"	"11"	"104231390"	"2"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"preoptic"
"ENSMUST00000106992"	"ENSMUSG00000018411"	"Mapt"	"17762"	"Mm.1287/Mm.417905"	"Mm.1287/Mm.417905"	"11"	"104231390"	"2"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"preoptic"
"ENSMUST00000106993"	"ENSMUSG00000018411"	"Mapt"	"17762"	"Mm.1287/Mm.417905"	"Mm.1287/Mm.417905"	"11"	"104231390"	"2"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"preoptic"
"ENSMUST00000107016"	"ENSMUSG00000027871"	"Hsd3b1"	"15492"	"Mm.140811/Mm.402306"	"Mm.140811/Mm.402306"	"3"	"98852194"	"2"	"adrenalgland/ovary"	"adrenalgland"
"ENSMUST00000107044"	"ENSMUSG00000030701"	"Plekhb1"	"27276"	"Mm.26633/Mm.491216"	"Mm.26633/Mm.491216"	"7"	"100642892"	"3"	"cerebellum/frontalcortex/substantianigra/vomeralnasalorgan(VMO)/medialolfactoryepithelium(MOE)/retina/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"medialolfactoryepithelium(MOE)"
"ENSMUST00000107045"	"ENSMUSG00000030701"	"Plekhb1"	"27276"	"Mm.26633/Mm.491216"	"Mm.26633/Mm.491216"	"7"	"100642892"	"3"	"cerebellum/frontalcortex/substantianigra/vomeralnasalorgan(VMO)/medialolfactoryepithelium(MOE)/retina/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"medialolfactoryepithelium(MOE)"
"ENSMUST00000107046"	"ENSMUSG00000030701"	"Plekhb1"	"27276"	"Mm.26633/Mm.491216"	"Mm.26633/Mm.491216"	"7"	"100642892"	"3"	"cerebellum/frontalcortex/substantianigra/vomeralnasalorgan(VMO)/medialolfactoryepithelium(MOE)/retina/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"medialolfactoryepithelium(MOE)"
"ENSMUST00000107047"	"ENSMUSG00000030701"	"Plekhb1"	"27276"	"Mm.26633/Mm.491216"	"Mm.26633/Mm.491216"	"7"	"100642892"	"3"	"cerebellum/frontalcortex/substantianigra/vomeralnasalorgan(VMO)/medialolfactoryepithelium(MOE)/retina/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"medialolfactoryepithelium(MOE)"
"ENSMUST00000107049"	"ENSMUSG00000028088"	"Fmo5"	"14263"	"Mm.385180/Mm.475190"	"Mm.385180/Mm.475190"	"3"	"97628804"	"4"	"bladder/liver/salivarygland/smallintestine"	"bladder"
"ENSMUST00000107050"	"ENSMUSG00000028088"	"Fmo5"	"14263"	"Mm.385180/Mm.475190"	"Mm.385180/Mm.475190"	"3"	"97628804"	"4"	"bladder/liver/salivarygland/smallintestine"	"bladder"
"ENSMUST00000107069"	"ENSMUSG00000038298"	"Pdzk1"	"59020"	"Mm.489677"	"Mm.489677"	"3"	"96829284"	"3"	"testis/kidney/smallintestine"	"kidney"
"ENSMUST00000107070"	"ENSMUSG00000038298"	"Pdzk1"	"59020"	"Mm.489677"	"Mm.489677"	"3"	"96829284"	"3"	"testis/kidney/smallintestine"	"kidney"
"ENSMUST00000107097"	"ENSMUSG00000028575"	"Eqtn"	"67753"	"Mm.25097/Mm.486925"	"Mm.25097/Mm.486925"	"4"	"94907267"	"1"	"testis"	"testis"
"ENSMUST00000107098"	"ENSMUSG00000018677"	"Slc25a39"	"68066"	"Mm.44226"	"Mm.44226"	"11"	"102402985"	"2"	"testis/kidney"	"testis"
"ENSMUST00000107101"	"ENSMUSG00000049799"	"Lrrc19"	"100061"	"Mm.448126"	"Mm.448126"	"4"	"94636653"	"1"	"kidney"	"kidney"
"ENSMUST00000107108"	"ENSMUSG00000028533"	"Izumo3"	"69314"	"Mm.55891"	"Mm.55891"	"4"	"92144329"	"1"	"testis"	"testis"
"ENSMUST00000107110"	"ENSMUSG00000008489"	"Elavl2"	"15569"	"Mm.318042/Mm.394747/Mm.425196/Mm.465582/Mm.470468"	"Mm.318042/Mm.394747/Mm.425196/Mm.465582/Mm.470468"	"4"	"91250763"	"1"	"dorsalrootganglion"	"dorsalrootganglion"
"ENSMUST00000107118"	"ENSMUSG00000008489"	"Elavl2"	"15569"	"Mm.318042/Mm.394747/Mm.425196/Mm.465582/Mm.470468"	"Mm.318042/Mm.394747/Mm.425196/Mm.465582/Mm.470468"	"4"	"91250763"	"1"	"dorsalrootganglion"	"dorsalrootganglion"
"ENSMUST00000107120"	"ENSMUSG00000008489"	"Elavl2"	"15569"	"Mm.318042/Mm.394747/Mm.425196/Mm.465582/Mm.470468"	"Mm.318042/Mm.394747/Mm.425196/Mm.465582/Mm.470468"	"4"	"91250763"	"1"	"dorsalrootganglion"	"dorsalrootganglion"
"ENSMUST00000107124"	"ENSMUSG00000008489"	"Elavl2"	"15569"	"Mm.318042/Mm.394747/Mm.425196/Mm.465582/Mm.470468"	"Mm.318042/Mm.394747/Mm.425196/Mm.465582/Mm.470468"	"4"	"91250763"	"1"	"dorsalrootganglion"	"dorsalrootganglion"
"ENSMUST00000107154"	"ENSMUSG00000028109"	"Hormad1"	"67981"	"Mm.179050/Mm.390787/Mm.399182"	"Mm.179050/Mm.390787/Mm.399182"	"3"	"95559677"	"1"	"testis"	"testis"
"ENSMUST00000107170"	"ENSMUSG00000015697"	"Setdb1"	"84505"	"Mm.490259"	"Mm.490259"	"3"	"95323525"	"1"	"oocyte"	"oocyte"
"ENSMUST00000107171"	"ENSMUSG00000015697"	"Setdb1"	"84505"	"Mm.490259"	"Mm.490259"	"3"	"95323525"	"1"	"oocyte"	"oocyte"
"ENSMUST00000107187"	"ENSMUSG00000038712"	"Fam63a"	"75007"	"Mm.279287"	"Mm.279287"	"3"	"95281345"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000107198"	"ENSMUSG00000028487"	"Bnc2"	"242509"	"Mm.409674/Mm.415787"	"Mm.409674/Mm.415787"	"4"	"84275095"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000107208"	"ENSMUSG00000017119"	"Nbr1"	"17966"	"Mm.784/Mm.487085"	"Mm.784/Mm.487085"	"11"	"101552149"	"2"	"fertilizedegg/oocyte"	"oocyte"
